id	recognized_monomers	nerpa2_supported_monomers
BGC0003044.2	1	1
BGC0003044.1	1	1
NPA017355	3	2
BGC0000463.2	14	14
BGC0003044.0	1	1
BGC0000463.1	14	14
NPA018687	7	7
NPA018668	4	3
NPA016008	2	2
NPA004044	11	7
BGC0000343.0	6	6
NPA004047	5	5
NPA005378	3	3
NPA004048	20	11
BGC0000979.0	0	0
NPA017340	4	4
NPA018674	7	7
NPA018672	2	1
BGC0002157.0	2	2
NPA016016	15	15
NPA017346	6	5
NPA017329	3	2
NPA020978	5	4
NPA020973	3	3
BGC0002993.1	0	0
BGC0002993.0	0	0
NPA005343	2	2
NPA005344	7	6
NPA018660	7	7
NPA019992	5	5
NPA016002	9	3
NPA018649	7	6
NPA020969	2	2
NPA018646	7	6
NPA006682	3	3
NPA006686	3	3
BGC0000450.0	10	8
NPA019981	4	4
NPA017323	6	5
NPA004076	7	7
NPA017390	4	4
NPA016061	3	2
PNPdb03701	5	4
NPA017391	5	5
PNPdb03700	3	3
PNPdb03703	2	0
PNPdb03702	4	4
PNPdb03705	8	8
NPA017395	4	4
PNPdb03707	6	5
PNPdb03706	8	8
PNPdb03709	2	2
NPA016068	2	2
PNPdb03708	2	0
BGC0003031.0	1	1
BGC0001208.0	10	10
NPA004082	7	6
BGC0001853.1	1	1
BGC0001853.2	0	0
BGC0001853.0	2	2
PNPdb03712	4	3
PNPdb03711	5	5
NPA017383	20	10
PNPdb03714	4	3
PNPdb03713	3	3
NPA001803	7	5
NPA016054	6	6
PNPdb03716	2	2
NPA001805	3	2
PNPdb03718	6	6
PNPdb03719	6	6
NPA005383	9	8
BGC0000330.0	5	5
BGC0003164.0	1	1
NPA004057	3	3
BGC0001328.0	3	3
PNPdb03721	7	6
BGC0001328.1	3	3
PNPdb03720	6	6
NPA017370	10	7
PNPdb03723	8	7
PNPdb03722	7	7
PNPdb03725	8	7
PNPdb03724	6	6
PNPdb03727	7	7
PNPdb03726	8	8
BGC0001999.0	6	4
NPA017375	7	3
PNPdb03728	2	2
BGC0001185.0	9	9
NPA004061	2	1
PNPdb03730	5	5
PNPdb02400	2	2
NPA018691	9	9
PNPdb02402	5	4
NPA018690	6	6
PNPdb02404	5	5
PNPdb03735	6	6
NPA016032	7	7
PNPdb02407	5	5
PNPdb03738	6	6
PNPdb02406	5	5
PNPdb03737	7	7
NPA017365	11	11
PNPdb02409	7	7
PNPdb02408	6	5
NPA017366	3	3
NPA018697	4	4
PNPdb04960	20	13
PNPdb03620	4	4
PNPdb04952	20	12
PNPdb04953	20	12
PNPdb03622	3	3
PNPdb04950	20	11
PNPdb03621	4	3
PNPdb04951	20	12
PNPdb03624	3	2
PNPdb03623	5	3
PNPdb03626	7	5
PNPdb04954	20	13
NOR00811	6	6
PNPdb04955	16	16
NOR00812	6	6
PNPdb03628	8	8
PNPdb03627	5	3
NPA001716	7	7
NOR00817	7	6
NOR00819	4	3
BGC0002251.6	4	3
BGC0002251.4	4	3
BGC0002251.5	4	3
BGC0002251.2	5	4
BGC0002251.3	5	4
BGC0002251.0	5	4
BGC0001123.0	0	0
BGC0002251.1	5	4
BGC0001519.0	4	2
PNPdb04971	16	15
PNPdb03640	5	5
PNPdb03631	2	2
PNPdb04963	25	25
PNPdb04964	25	25
PNPdb02302	6	6
PNPdb03633	5	5
PNPdb04961	19	19
PNPdb02301	7	7
PNPdb04962	16	15
PNPdb03635	5	5
PNPdb04967	23	23
NOR00820	4	4
PNPdb02303	3	2
PNPdb03634	2	2
PNPdb04968	19	17
NOR00821	3	3
PNPdb02306	3	3
PNPdb03637	11	11
PNPdb04965	25	25
BGC0002384.0	12	12
NOR00822	3	3
PNPdb02305	3	2
PNPdb03636	5	4
NOR00823	3	3
PNPdb02308	8	5
PNPdb03639	5	5
NOR00824	5	3
PNPdb02307	9	8
NOR00825	5	4
PNPdb04969	19	19
PNPdb02309	7	4
BGC0002264.5	0	0
BGC0002264.4	0	0
BGC0002264.3	0	0
BGC0002264.2	0	0
BGC0002264.1	0	0
BGC0002264.0	0	0
PNPdb04981	25	25
PNPdb04982	16	15
PNPdb02320	5	5
PNPdb03651	6	6
PNPdb04980	19	19
PNPdb02311	10	10
PNPdb03642	7	7
PNPdb03641	5	5
PNPdb04975	19	18
PNPdb02313	10	10
PNPdb02312	10	10
PNPdb04973	26	26
PNPdb02315	10	10
PNPdb04978	20	20
PNPdb03645	5	5
PNPdb04979	19	19
PNPdb02317	14	13
NPA017294	7	7
PNPdb02316	7	6
PNPdb03647	7	6
PNPdb04977	32	32
PNPdb02318	18	17
PNPdb03649	4	4
BGC0003030.0	2	2
PNPdb03660	3	3
PNPdb04992	19	19
PNPdb04993	19	17
PNPdb02331	6	5
PNPdb03662	11	11
PNPdb04990	20	19
PNPdb01000	8	8
PNPdb02330	7	7
PNPdb03661	4	3
PNPdb04991	11	6
PNPdb02322	5	5
PNPdb03653	7	6
PNPdb04985	19	19
PNPdb02321	3	2
PNPdb04986	19	19
PNPdb02324	4	4
PNPdb03655	8	8
PNPdb04983	19	19
PNPdb02323	6	6
PNPdb04984	16	15
NPA001700	13	13
PNPdb02326	5	5
PNPdb04989	19	19
PNPdb02325	2	2
PNPdb03656	3	3
BGC0002131.0	2	0
PNPdb02328	4	4
PNPdb03659	5	5
BGC0002634.0	0	0
NPA001701	4	4
PNPdb02327	2	1
PNPdb03658	3	3
PNPdb04988	30	30
PNPdb02329	6	6
NOR00804	3	3
NPA001708	11	11
NOR00805	3	3
NPA001707	6	6
NOR00806	6	6
NOR00807	6	6
NPA001709	11	7
BGC0001110.0	0	0
BGC0001110.1	0	0
PNPdb02340	10	9
PNPdb03670	6	6
PNPdb01010	5	5
PNPdb02342	10	9
PNPdb03673	7	7
PNPdb01011	6	6
PNPdb02341	11	9
PNPdb01001	16	15
PNPdb02333	5	3
PNPdb03664	5	5
PNPdb04996	24	23
PNPdb01002	2	2
PNPdb02332	4	4
PNPdb03663	6	5
PNPdb04997	34	32
PNPdb02335	8	8
PNPdb04994	31	31
PNPdb01004	3	3
PNPdb02334	7	7
PNPdb04995	24	23
PNPdb01005	3	3
PNPdb02337	3	2
PNPdb01006	3	3
PNPdb02336	8	8
PNPdb03667	3	3
NPA000425	7	6
PNPdb01007	5	5
PNPdb04998	20	19
PNPdb02338	3	2
PNPdb03669	7	7
PNPdb04999	32	31
NOR00856	7	7
PNPdb01009	5	5
BGC0000081.0	0	0
NPA013750	5	5
BGC0002754.0	1	1
PNPdb03680	8	7
PNPdb02351	4	3
PNPdb03682	9	8
PNPdb01020	10	8
PNPdb02350	5	5
PNPdb01021	9	8
PNPdb03684	5	5
PNPdb01022	7	7
PNPdb02352	3	3
PNPdb03683	5	5
PNPdb01012	5	4
PNPdb02344	13	13
PNPdb03675	5	5
PNPdb01013	7	7
PNPdb02343	10	9
PNPdb03674	6	5
NOR00861	9	9
PNPdb01014	6	6
PNPdb03677	4	4
PNPdb01015	2	1
PNPdb02345	8	7
PNPdb03676	4	3
NPA000434	7	7
PNPdb02348	4	4
PNPdb03679	5	4
NPA012419	6	6
NOR00864	9	9
PNPdb01017	8	8
NPA001768	5	5
NOR00865	9	9
PNPdb01018	7	4
PNPdb01019	7	7
PNPdb02349	2	3
NPA001769	8	8
NPA012415	3	3
NPA012413	2	1
PNPdb02360	5	5
PNPdb03691	2	2
PNPdb03690	5	5
NPA025700	8	8
PNPdb01030	13	8
PNPdb02362	5	5
PNPdb03693	5	5
PNPdb03692	2	2
PNPdb01032	3	3
PNPdb03695	4	3
PNPdb01033	2	2
PNPdb02363	4	4
PNPdb02355	3	2
PNPdb03686	3	3
PNPdb01024	8	8
PNPdb02354	5	5
PNPdb03685	7	7
PNPdb02357	6	6
PNPdb03688	5	5
PNPdb01026	11	11
PNPdb02356	5	5
PNPdb03687	2	2
PNPdb01027	11	10
PNPdb02359	3	3
PNPdb02358	4	4
PNPdb03689	2	2
NPA000403	3	3
NPA001735	3	3
NOR00832	5	4
PNPdb01029	10	9
NOR00833	5	4
NPA000407	7	6
NPA000408	6	6
BGC0002277.0	0	0
NPA013716	4	4
PNPdb02371	7	7
PNPdb01040	5	4
PNPdb02370	9	8
PNPdb01041	2	1
PNPdb02373	8	8
PNPdb01042	5	5
PNPdb02375	9	8
PNPdb01034	4	4
PNPdb02366	2	2
PNPdb03697	5	5
PNPdb01035	3	3
PNPdb02365	4	4
PNPdb03696	2	2
BGC0001230.1	7	7
PNPdb01036	4	4
PNPdb02368	6	6
PNPdb03699	2	2
BGC0001230.0	7	7
NOR00840	13	12
PNPdb02367	7	5
PNPdb03698	5	5
BGC0001230.3	7	7
NOR00841	13	12
PNPdb01038	6	4
BGC0001230.2	6	6
NOR00842	13	12
PNPdb01039	5	4
PNPdb02369	4	4
BGC0001230.5	7	7
BGC0001230.4	5	5
NOR00844	19	17
BGC0001230.7	6	6
NOR00845	19	17
BGC0001230.6	7	7
NPA001747	4	4
NPA000419	4	2
NPA013784	7	7
NPA024438	5	5
PNPdb02380	11	10
NPA024439	5	5
BGC0001421.0	7	7
NPA024436	5	5
PNPdb01050	5	5
PNPdb02382	8	7
NPA024437	5	5
PNPdb01051	6	4
PNPdb02381	9	9
PNPdb01052	5	4
PNPdb02384	10	10
PNPdb02386	7	6
PNPdb01055	6	6
PNPdb02385	12	12
NPA024441	5	5
PNPdb01045	6	6
NPA024442	5	5
PNPdb01046	3	2
PNPdb02376	8	4
PNPdb01047	6	6
PNPdb02379	8	8
NPA024440	5	5
PNPdb01048	5	4
PNPdb02378	9	9
PNPdb01049	2	2
NPA001798	6	6
NPA000469	3	3
NPA011117	3	3
BGC0000402.2	7	7
BGC0000402.1	7	7
NPA012445	4	4
BGC0000402.0	7	7
NPA013779	5	5
PNPdb02391	2	2
PNPdb01060	9	7
PNPdb02390	3	3
PNPdb01061	8	8
PNPdb02393	4	3
PNPdb02392	4	3
PNPdb01063	9	9
PNPdb02395	6	6
PNPdb01064	10	9
PNPdb02394	5	5
PNPdb01065	13	13
PNPdb02397	6	6
PNPdb01066	10	7
PNPdb01056	7	7
PNPdb02388	4	4
NPA000475	2	2
PNPdb01057	6	6
PNPdb01058	9	8
PNPdb01059	9	9
PNPdb02389	5	5
NPA011126	8	7
NPA012457	3	2
BGC0001029.0	6	6
PNPdb01071	2	2
NPA024414	3	3
PNPdb01072	2	2
PNPdb01073	4	4
NPA025744	7	7
PNPdb01074	6	5
PNPdb01075	5	4
NPA001782	7	7
NOR00880	8	8
PNPdb01077	3	3
PNPdb01067	7	5
NPA001772	4	3
PNPdb01069	2	2
NPA001774	6	6
NOR00875	19	18
NOR00876	18	18
NPA012428	3	2
NOR00877	8	8
BGC0002109.2	9	9
NPA012427	7	6
NOR00878	8	8
BGC0002109.3	9	9
NOR00879	8	8
BGC0002109.0	11	9
BGC0002109.1	11	9
NPA012441	10	8
NPA013752	8	8
NPA013754	4	4
BGC0002109.4	9	9
BGC0002109.5	9	9
PNPdb01081	5	3
PNPdb01082	3	3
BGC0001149.0	1	0
PNPdb01083	7	7
PNPdb01084	4	4
PNPdb01085	4	4
PNPdb01086	4	4
NPA000461	7	7
PNPdb01087	6	6
PNPdb01088	5	5
NOR00881	8	8
PNPdb01078	4	4
NOR00882	9	9
NPA001786	9	9
NOR00883	9	9
NPA000455	9	9
NOR00884	9	9
NOR00885	9	9
NOR00886	9	9
NPA011106	4	4
BGC0002491.2	1	1
PNPdb01090	7	5
PNPdb01093	7	7
PNPdb01094	10	10
PNPdb01095	8	8
PNPdb01096	10	9
NPA024479	4	4
PNPdb01098	8	8
PNPdb01099	8	8
PNPdb01089	7	7
BGC0002491.0	2	2
BGC0002491.1	2	2
BGC0001016.0	7	6
NPA007900	3	3
BGC0000415.0	10	8
NPA011167	18	9
NPA011140	4	4
BGC0001136.0	0	0
BGC0002371.0	7	7
NPA000494	5	5
NPA000495	5	5
BGC0002371.6	7	7
NPA000485	3	3
BGC0002371.5	6	6
BGC0002371.8	9	9
BGC0002371.7	9	9
BGC0002371.2	9	9
BGC0002371.1	6	6
BGC0002371.4	7	7
BGC0002371.3	6	6
NPA012469	11	11
NPA012467	8	7
BGC0002371.9	9	9
NPA011135	9	9
NPA012464	6	6
NPA013795	3	3
NPA012483	5	5
NPA024447	5	5
NPA024448	5	5
NPA024445	5	5
NPA024446	5	5
NPA024443	5	5
NPA024444	5	5
NPA024451	7	7
BGC0001003.0	1	0
NPA012477	14	12
BGC0001794.0	0	0
NPA011088	4	4
NPA019806	8	8
NPA019809	2	2
NPA023068	6	5
NPA023069	6	4
NPA023077	7	7
BGC0001327.1	3	3
NPA023075	7	7
NPA007811	8	4
NPA023076	7	7
BGC0001327.0	3	3
NPA007817	3	3
NPA023071	6	6
NPA023070	5	4
NPA019811	7	7
NPA011095	11	11
NPA006500	3	2
NPA024388	6	5
NPA024389	6	5
NPA023067	6	4
NPA019800	6	6
NPA011066	6	6
BGC0002203.0	3	3
BGC0002456.0	0	0
NPA011061	2	1
BGC0001051.0	0	0
BGC0002456.1	0	0
BGC0002203.1	3	3
BGC0002203.2	3	3
NPA024386	6	5
NPA024387	6	5
BGC0002563.0	6	4
NPA011057	6	6
NPA025699	11	11
NPA025698	11	11
NPA025697	9	9
NPA007804	5	5
NPA019845	6	6
BGC0002683.0	0	0
NPA020839	2	2
NPA018518	10	10
NPA006532	7	6
NPA007858	10	7
BGC0002073.0	3	0
NPA006528	7	7
BGC0002336.0	4	4
BGC0002336.1	4	4
NPA018524	5	5
NPA020828	11	7
NPA020822	3	2
NPA019838	11	7
NPA020823	3	3
BGC0000307.0	9	9
NPA019839	4	4
NPA020824	3	3
NPA007870	2	2
NPA006544	7	7
NPA005207	3	3
BGC0003058.5	5	5
BGC0003058.4	5	5
NPA005209	8	7
BGC0003058.3	5	5
BGC0003058.2	5	5
BGC0003058.1	5	5
BGC0003058.0	5	5
NPA019843	6	5
NPA019823	5	5
NPA020817	8	5
NPA006512	5	5
NPA007835	2	2
NPA006502	9	4
NPA007833	19	10
BGC0002813.1	0	0
NPA023095	3	3
BGC0002813.0	0	0
NPA023096	3	3
BGC0002813.3	1	0
NPA006507	7	7
NPA007838	11	7
BGC0002813.2	1	0
NPA007837	6	6
BGC0000297.1	4	2
BGC0000297.0	4	2
NPA020818	9	6
NPA018502	4	3
BGC0001434.0	0	0
NPA006523	18	12
BGC0000978.0	0	0
NPA007852	11	6
NPA006513	2	1
NPA019821	9	9
NPA020809	2	2
NPA006570	7	7
NPA005241	6	6
NPA006571	8	7
BGC0002994.0	14	14
BGC0003165.0	0	0
NPA005237	5	5
NPA007899	7	7
NPA019890	3	3
NPA017231	2	2
NPA017230	9	9
NPA017233	2	2
NPA017235	2	2
NPA018567	12	12
NPA018565	8	7
BGC0002278.2	0	0
BGC0002278.1	1	0
BGC0002278.0	0	0
NPA018548	3	3
NPA020865	4	4
NPA005254	6	6
BGC0001878.1	2	2
NPA005251	2	2
NPA020863	6	3
BGC0001878.0	3	3
BGC0002278.4	0	0
NPA005248	7	7
NPA019883	15	9
NPA018553	5	5
NPA018556	2	2
NPA019887	7	7
NPA018554	7	7
NPA019885	6	6
BGC0000355.2	1	1
BGC0000355.1	1	1
NPA006552	3	3
BGC0000355.0	1	1
NPA007885	2	2
BGC0000462.0	9	9
NPA017212	10	10
NPA018525	7	6
NPA018526	6	6
NPA020844	3	2
NPA020845	2	2
NPA007893	7	6
NPA020840	2	2
NPA007895	7	7
PNPdb04901	14	13
PNPdb04902	17	14
PNPdb04900	7	6
PNPdb04906	20	20
PNPdb04903	14	13
PNPdb04904	14	13
PNPdb04909	20	19
BGC0002158.0	0	0
PNPdb04907	12	9
NPA019864	2	2
PNPdb04908	15	13
BGC0002430.0	12	10
BGC0002430.1	13	11
PNPdb04912	20	10
PNPdb04913	20	9
PNPdb04910	14	13
PNPdb04911	19	19
BGC0002589.2	5	5
PNPdb04916	17	14
BGC0002589.3	7	7
PNPdb04917	20	10
BGC0002589.0	7	7
PNPdb04914	17	14
BGC0002589.1	5	5
PNPdb04915	20	9
BGC0002589.6	7	7
NPA017279	3	3
BGC0002589.7	7	7
NPA017278	8	7
BGC0002589.4	7	7
PNPdb04918	17	14
BGC0002589.5	7	7
PNPdb04919	20	10
PNPdb04920	14	13
PNPdb04923	22	22
PNPdb04924	16	16
PNPdb04921	20	10
PNPdb04922	20	10
NPA018596	20	10
PNPdb04927	22	22
PNPdb04928	22	22
NPA018594	6	5
NOR00902	11	10
NOR00903	7	6
PNPdb04926	22	22
NPA005265	4	4
NPA006594	10	10
NPA005263	2	2
PNPdb04930	20	9
PNPdb04931	20	9
PNPdb03600	7	7
PNPdb03602	5	4
PNPdb03604	4	2
PNPdb03603	5	3
PNPdb04933	20	10
PNPdb03606	5	3
PNPdb04938	14	12
PNPdb03605	5	4
PNPdb04939	14	13
PNPdb03608	5	3
PNPdb04936	14	13
PNPdb04937	20	10
PNPdb03609	5	4
NPA017258	7	7
BGC0001207.0	11	10
NPA020887	4	4
NPA020884	6	5
NPA020885	5	3
BGC0000342.0	5	5
PNPdb04941	17	14
PNPdb04942	15	15
PNPdb03611	3	3
PNPdb03610	5	3
PNPdb04940	14	13
PNPdb03612	3	3
PNPdb04946	20	18
PNPdb03615	4	4
PNPdb04943	14	13
PNPdb03614	5	3
PNPdb04944	22	22
PNPdb03617	3	2
PNPdb03616	4	4
PNPdb04947	20	10
PNPdb03618	4	4
PNPdb04948	7	6
NPA018577	6	3
BGC0001135.1	5	5
NPA014910	10	10
BGC0001135.0	6	5
NPA014912	21	21
NPA014919	2	2
NPA017190	9	8
PNPdb04831	20	10
PNPdb04832	19	10
NPA017192	2	1
PNPdb03501	9	7
PNPdb03500	2	1
PNPdb04830	20	10
NPA002920	6	4
PNPdb04836	20	10
NOR00931	10	7
PNPdb03505	6	6
PNPdb04833	20	10
NPA017195	4	4
NOR00932	11	7
NOR00933	14	7
PNPdb03507	3	3
PNPdb04839	19	10
NOR00934	13	7
NOR00935	12	7
PNPdb03509	5	5
PNPdb04837	20	11
NOR00936	11	7
PNPdb03508	2	2
NPA002929	16	9
NOR00937	15	7
NOR00938	15	8
NOR00939	15	8
NPA014902	8	8
PNPdb03510	3	3
PNPdb04842	20	11
PNPdb04843	19	11
PNPdb03512	4	3
PNPdb03511	5	5
PNPdb04841	21	21
NOR00940	15	8
PNPdb03514	7	7
PNPdb03513	4	4
BGC0001002.0	0	0
NPA001603	4	4
PNPdb03516	3	3
PNPdb04844	15	15
NPA002933	7	7
PNPdb03515	4	4
PNPdb04845	19	11
NOR00945	16	9
PNPdb03517	3	3
NPA017189	9	9
NOR00946	16	9
PNPdb04848	19	12
PNPdb03519	4	4
NPA001608	2	2
PNPdb03530	3	3
PNPdb04853	11	7
PNPdb03520	3	3
PNPdb04854	21	21
PNPdb04851	20	10
PNPdb03522	2	2
PNPdb04858	15	15
PNPdb04855	21	21
PNPdb03526	2	1
PNPdb04856	10	7
PNPdb03529	4	4
NOR00913	12	12
BGC0001780.0	1	0
NOR00916	12	12
BGC0002528.2	5	4
BGC0002528.1	3	3
BGC0002528.0	2	1
BGC0002755.0	8	8
NPA005194	9	9
BGC0001122.0	0	0
BGC0001122.1	1	1
NPA005196	20	19
PNPdb04872	18	18
PNPdb02210	4	4
PNPdb03541	6	6
PNPdb03532	4	2
PNPdb04864	15	14
PNPdb02200	12	10
PNPdb04865	16	16
PNPdb02203	7	6
PNPdb03534	4	4
PNPdb04868	11	7
PNPdb04869	23	23
NPA002912	3	3
PNPdb02207	13	13
PNPdb04866	14	14
BGC0001255.0	0	0
NPA018492	2	1
PNPdb02206	13	13
PNPdb03537	2	2
PNPdb04867	21	20
PNPdb02209	3	3
PNPdb03539	5	4
NOR00925	11	7
NOR00929	12	7
NPA013620	6	6
NPA013622	10	10
NPA014953	3	3
NPA013624	2	2
NPA025603	11	11
NPA025602	11	11
PNPdb04882	21	21
PNPdb04883	15	14
NPA002970	4	4
PNPdb02221	4	3
PNPdb03552	4	4
PNPdb02220	6	6
PNPdb03551	4	4
PNPdb04881	11	10
PNPdb02212	4	3
PNPdb04875	14	13
NOR00970	16	9
PNPdb02211	5	5
PNPdb04876	14	13
NOR00971	16	10
PNPdb02214	3	2
NOR00972	16	8
PNPdb02213	5	3
PNPdb03544	5	2
NPA001634	3	3
NOR00973	16	7
PNPdb02216	6	6
PNPdb04879	12	7
NOR00974	16	8
PNPdb02215	6	6
PNPdb03546	3	3
NPA002967	6	6
PNPdb02218	4	4
PNPdb04877	18	15
PNPdb02217	4	3
PNPdb03548	5	5
PNPdb04878	5	4
PNPdb02219	4	4
NOR00979	19	9
NPA014943	9	7
NPA013613	2	2
NPA014949	5	5
PNPdb02230	5	5
PNPdb03561	5	5
PNPdb04893	14	13
PNPdb03560	3	3
BGC0002408.0	5	4
PNPdb02232	10	10
PNPdb03563	5	5
PNPdb04891	12	10
NOR00990	14	8
PNPdb03562	6	6
PNPdb04886	14	13
PNPdb02222	5	5
PNPdb03553	2	2
PNPdb04887	14	13
PNPdb02225	4	4
PNPdb03556	6	6
PNPdb04884	5	4
PNPdb02224	6	6
PNPdb04885	20	20
NPA000313	22	22
NPA002976	2	1
PNPdb03558	5	5
NPA000314	17	12
PNPdb02226	6	6
NOR00986	15	8
PNPdb02229	7	7
PNPdb04888	14	13
NPA000316	2	1
PNPdb02228	6	6
PNPdb04889	21	21
NOR00988	14	8
NOR00989	14	9
NPA000319	6	4
BGC0002995.1	4	4
NPA014933	11	11
NPA013607	2	2
PNPdb03570	4	4
BGC0002995.0	4	4
PNPdb02241	12	12
PNPdb03572	3	3
PNPdb02240	9	7
PNPdb02243	11	11
PNPdb03574	5	5
PNPdb02242	8	7
PNPdb03573	4	4
PNPdb02234	7	7
PNPdb03565	6	6
PNPdb04897	17	14
PNPdb02233	7	5
PNPdb03564	3	3
PNPdb04898	22	22
PNPdb02236	8	8
PNPdb03567	3	2
PNPdb04895	22	22
PNPdb03566	11	11
PNPdb04896	16	15
PNPdb03569	4	4
PNPdb02237	7	7
PNPdb03568	6	6
PNPdb04899	22	21
NPA002944	2	2
PNPdb02239	10	9
NPA002946	3	3
NPA001619	5	5
BGC0000369.1	10	9
BGC0000369.0	10	9
NPA014921	6	6
NPA014922	4	3
PNPdb02250	5	5
PNPdb03580	6	5
PNPdb03583	5	5
PNPdb02251	4	3
PNPdb03582	6	6
PNPdb02254	5	5
PNPdb03585	6	6
PNPdb02253	3	3
PNPdb03584	5	5
PNPdb02245	12	12
PNPdb02244	4	4
NPA002952	5	5
PNPdb02247	14	13
NOR00961	20	11
PNPdb03577	4	4
NOR00962	20	12
NPA002953	2	2
NOR00963	20	11
PNPdb02248	18	17
PNPdb03579	2	0
NOR00964	15	8
NOR00965	15	9
NOR00966	15	7
NOR00967	14	8
NOR00969	16	9
NPA011000	2	2
NPA012331	11	11
NPA012330	10	10
NPA014995	6	6
PNPdb03590	5	5
PNPdb03592	6	6
PNPdb02263	4	4
PNPdb03594	3	3
PNPdb02262	4	4
PNPdb03593	5	3
NPA000352	2	2
PNPdb03595	3	3
PNPdb02256	6	5
PNPdb03587	3	3
PNPdb02255	5	5
PNPdb03586	6	6
PNPdb03589	4	4
PNPdb02257	4	3
NPA000347	7	7
PNPdb02259	7	7
BGC0001553.0	0	0
NPA012321	2	2
NPA014983	7	6
BGC0002813.5	1	0
NPA024306	7	7
PNPdb02270	7	6
BGC0002813.4	1	0
NPA024307	7	7
PNPdb02272	3	2
PNPdb02271	8	5
NPA000360	2	2
PNPdb02274	7	4
BGC0002087.0	0	0
PNPdb02273	9	9
BGC0001290.1	5	5
PNPdb02276	8	6
BGC0001290.0	5	5
PNPdb02275	11	11
PNPdb02267	7	7
PNPdb03598	4	3
PNPdb02266	7	5
PNPdb03597	6	6
PNPdb02269	4	4
PNPdb02268	9	9
NPA000359	7	7
NPA011009	3	2
NPA012338	5	4
NPA014977	9	9
PNPdb02281	8	7
BGC0001420.0	5	5
PNPdb02280	11	11
PNPdb02283	8	4
PNPdb02282	9	7
NPA002990	6	6
PNPdb02285	13	13
PNPdb02284	13	13
NPA001661	6	5
NPA002992	6	6
PNPdb02287	18	17
NPA002991	4	4
NPA025620	5	5
PNPdb02286	14	13
NPA001652	20	10
NOR00991	14	9
PNPdb02278	12	12
NOR00992	14	9
PNPdb02277	10	10
NOR00993	14	9
NOR00994	14	9
PNPdb02279	10	10
NPA002987	11	11
NOR00995	14	9
NPA001655	7	7
NPA002986	6	6
NOR00996	14	8
NOR00997	14	9
NOR00998	14	8
NOR00999	11	7
NPA012305	6	6
NPA013650	6	6
NPA014961	3	3
NPA013636	5	5
PNPdb02290	5	5
NPA014968	6	6
NPA014969	6	6
PNPdb02292	5	5
PNPdb02291	5	5
PNPdb02293	3	2
NPA001670	3	3
PNPdb02296	6	6
PNPdb02295	6	6
PNPdb02297	7	7
NPA000331	6	5
PNPdb02289	5	5
NPA002993	9	9
NPA002996	2	0
NPA000335	7	7
NPA001667	5	5
NPA002997	10	10
NPA001669	7	7
NPA012319	7	7
BGC0001028.0	9	9
NPA011041	2	0
NPA025689	8	6
NPA000394	7	7
NPA025688	7	5
NPA025687	7	5
NPA025686	7	5
NPA025696	2	2
NPA025695	4	3
PNPdb02299	6	6
BGC0000427.0	1	1
BGC0000427.1	0	0
NPA025690	8	6
BGC0000427.2	1	1
BGC0003080.0	0	0
NPA011035	6	6
NPA012366	5	5
NPA012365	18	9
NPA011055	5	5
NPA013696	5	5
NPA011054	6	6
NPA011053	3	2
NPA012383	2	2
NPA013699	8	8
NPA012380	10	6
BGC0001148.0	3	3
NPA025685	7	5
NPA025684	7	5
NPA025683	7	5
NPA012378	8	7
BGC0001793.0	0	0
NPA013686	18	9
BGC0002492.1	2	2
NPA023006	10	10
NPA025668	21	21
NPA023004	11	10
BGC0000391.1	1	1
NPA023005	10	9
NPA023003	10	10
NPA024343	4	4
BGC0000391.0	1	1
BGC0001015.0	7	6
BGC0001816.0	2	2
BGC0001268.0	0	0
BGC0002492.0	2	2
NPA012364	9	9
NPA011032	2	2
NPA000381	5	5
NPA024325	4	4
NPA025653	6	3
NPA012359	2	0
BGC0000414.0	0	0
NPA012355	6	6
BGC0000964.0	3	2
BGC0000964.1	3	1
NPA005515	7	7
BGC0001971.0	0	0
BGC0002564.0	7	5
NPA006849	7	7
BGC0002564.2	7	5
BGC0002564.1	7	5
BGC0002564.4	7	5
BGC0002564.3	7	5
BGC0002564.6	7	5
BGC0002564.5	7	5
BGC0002564.7	7	5
NPA005532	4	4
NPA005533	11	7
NPA005530	10	9
NPA006862	11	11
BGC0001063.0	0	0
NPA005527	6	6
NPA018812	5	5
NPA010092	2	2
NPA018816	5	5
NPA010090	4	4
NPA022079	3	3
NPA006824	4	4
NOR00596	6	5
NOR00597	6	6
NOR00598	7	5
NOR00599	6	4
NPA022080	2	2
NPA018820	5	4
NPA018821	6	6
NPA018803	10	10
BGC0001459.0	10	7
NPA018804	11	7
NPA023398	6	6
NPA022069	11	10
NPA023399	7	7
BGC0002324.0	2	2
NPA022071	11	10
NPA022070	11	10
BGC0000439.0	11	11
NPA022073	11	10
NPA022072	11	10
BGC0002324.2	0	0
NPA005509	6	6
BGC0002324.1	0	0
BGC0002324.5	2	2
NPA016217	19	19
BGC0002204.4	0	0
BGC0002204.5	0	0
BGC0002204.6	0	0
BGC0001050.0	7	7
BGC0002204.0	0	0
BGC0002204.1	0	0
NPA005566	6	6
BGC0002204.2	0	0
BGC0002204.3	0	0
NPA004227	4	4
BGC0002814.0	0	0
BGC0000461.0	12	12
NPA016221	16	8
BGC0000296.0	11	10
NPA016223	3	3
NPA018886	4	3
NPA017556	7	7
NPA017555	3	3
NPA016204	9	9
NPA017539	5	5
NPA005572	3	3
BGC0000977.0	0	0
BGC0000977.1	0	0
NPA017543	14	14
