ID	Name	SMILES	Origin	InChiKey	Source
BGC0000342.0	enniatin	CCCC[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)CC)C)C(C)C)C(C)C)C)C(C)C	Fusarium equiseti	VGOLHAPJYMAXRH-CKHUAROESA-N	MIBiG4.0rc1
BGC0000343.0	enterobactin	C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O	Pseudomonas sp. J465	SERBHKJMVBATSJ-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0000346.0	epoxomicin	CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)[C@]1(CO1)C)NC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)C	Goodfellowiella coeruleoviolacea	DOGIDQKFVLKMLQ-JTHVHQAWSA-N	MIBiG4.0rc1
BGC0000349.0	erythrochelin	CC(=O)N[C@H](CCCN(O)C(C)=O)C(=O)N[C@H](CO)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C(C)=O)NC1=O	Saccharopolyspora erythraea NRRL 2338	OHIZVXAYPZKILQ-FUMNGEBKSA-N	MIBiG4.0rc1
BGC0000352.0	fimsbactin A	CC(=O)N(O)CCCCNC(=O)[C@H](COC(=O)C1=C(O)C(O)=CC=C1)NC(=O)[C@@H]1COC(=N1)C1=C(O)C(O)=CC=C1	Acinetobacter sp. ADP1	GUYAPGULLNBOCI-ROUUACIJSA-N	MIBiG4.0rc1
BGC0000354.0	friulimicin A	C[C@@H]1[C@@H](C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N3CCC[C@H]3C(=O)N1)C(C)C)[C@@H](C)N)CC(=O)O)CC(=O)O)[C@H](C)C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)C/C=C\CCCCCCC(C)C	Actinoplanes friuliensis	SLJYYRCUSIXQEQ-AJAGNRCHSA-N	MIBiG4.0rc1
BGC0000358.0	fusaricidin A	CC(C)[C@H]1NC(=O)[C@@H](NC(=O)CC(O)CCCCCCCCCCCCNC(N)=N)[C@@H](C)OC(=O)[C@@H](C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](NC1=O)C(C)C)[C@@H](C)O	Paenibacillus polymyxa SC2	ZQMLIVBQFXSJNR-NVCIGDDDSA-N	MIBiG4.0rc1
BGC0000358.1	fusaricidin B	CC(C)[C@H]1NC(=O)[C@@H](NC(=O)CC(O)CCCCCCCCCCCCNC(N)=N)C(C)OC(=O)[C@@H](C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](NC1=O)C(C)C)[C@H](C)O	Paenibacillus polymyxa SC2	WDNFMLNXGKOBJN-QWDDQTKWSA-N	MIBiG4.0rc1
BGC0000358.2	LI-F05a	CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N1)C(C)C)NC(=O)CC(CCCCCCCCCCCCN=C(N)N)O)C)C)CC(=O)N)C(C)O	Paenibacillus polymyxa SC2	FUNFDCQFOMBKRN-PAMCABBSSA-N	MIBiG4.0rc1
BGC0000358.3	LI-F05b	CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N1)C(C)C)NC(=O)CC(CCCCCCCCCCCCN=C(N)N)O)C)C)CCC(=O)N)[C@@H](C)O	Paenibacillus polymyxa SC2	GKWWTPHJRROIAZ-LCACSMQISA-N	MIBiG4.0rc1
BGC0000358.4	LI-F08a	CC[C@H]([C@H]1NC([C@H]([C@H](OC([C@H](NC([C@H](NC([C@@H]([C@H](O)C)NC([C@H]([C@@H](C)CC)NC1=O)=O)=O)CC(N)=O)=O)C)=O)C)NC(CC(CCCCCCCCCCCCNC(N)=N)O)=O)=O)C	Paenibacillus polymyxa SC2	OVCBAIDIGSSWQK-KDSJKERTSA-N	MIBiG4.0rc1
BGC0000358.5	LI-F08b	CC[C@H]([C@H]1NC([C@H]([C@H](OC([C@H](NC([C@H](NC([C@@H]([C@H](O)C)NC([C@H]([C@@H](C)CC)NC1=O)=O)=O)CCC(N)=O)=O)C)=O)C)NC(CC(CCCCCCCCCCCCNC(N)=N)O)=O)=O)C	Paenibacillus polymyxa SC2	VUFIBOZCWRWBJY-ZOHZGNRASA-N	MIBiG4.0rc1
BGC0000359.0	Fuscachelin A	C1C[C@@H](C(=O)OC[C@@H](C(=O)N(C1)O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C3=C(C(=CC=C3)O)O	Thermobifida fusca YX	JCLPEMGCTLBLJE-XPGKHFPBSA-N	MIBiG4.0rc1
BGC0000359.1	Fuscachelin B	C1=CC(=C(C(=C1)O)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(C(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)O)C(=O)O	Thermobifida fusca YX	RCJSTCNOAKCESX-XPGKHFPBSA-N	MIBiG4.0rc1
BGC0000359.2	Fuscachelin C	C1=CC(=C(C(=C1)O)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(C(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)O)C(=O)N	Thermobifida fusca YX	MMPMJMJQRDAXEQ-QUMGSSFMSA-N	MIBiG4.0rc1
BGC0000366.0	gobichelin A	C1C[C@@H](C(=O)N(C1)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3COC(=N3)C4=CC=CC=C4O	Streptomyces sp. NRRL F-4415	LRVQAPVXSPHVLF-QCBQRGATSA-N	MIBiG4.0rc1
BGC0000367.0	gramicidin	C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O	Brevibacillus brevis NBRC 100599	ZWCXYZRRTRDGQE-SORVKSEFSA-N	MIBiG4.0rc1
BGC0000369.0	hassallidin C	OC(C=C1)=CC=C1CC(C(N/C(C(NC(C(NCC(N(C(C(NC2CCC(N)=O)=O)C(OC3C(OC(C)=O)C(O)C(O)C(COC(C)=O)O3)C)C)=O)=O)CCC(N)=O)=O)=C\C)=O)NC(C(C(C)O)NC(C(C(OC2=O)C)NC(C(C(O)C)NC(C(O)C(OC4OCC(O)C(OC5C(NC(C)=O)C(O)C(O)C(O)O5)C4O)CCCCCCCCCCCCC)=O)=O)=O)=O	Anabaena sp. Syke748	CMHZZVCDMHGMEG-WQABLBMUSA-N	MIBiG4.0rc1
BGC0000369.1	hassallidin D	OC1=CC=C(CC2NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(C(CCCCCCCCCCCCC)OC3C(O)C(OC4OC(O)C(O)C(O)C4NC(=O)C)C(O)CO3)O)C(C)O)C(C)OC(=O)C(CC3=CC=C(O)C=C3)NC(=O)C(C(C)OC3OC(COC(=O)C)C(O)C(O)C3OC(=O)C)N(C)C(=O)CNC(=O)C(CCC(=O)N)NC(=O)/C(=C/C)/NC2=O)C(O)C)C=C1	Anabaena sp. Syke748	FREYOSGVWPNHDE-DGMWAQSLSA-N	MIBiG4.0rc1
BGC0000370.0	HC toxin	C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCCC(=O)[C@@H]2CO2)NC(=O)[C@@H](C)NC1=O	Bipolaris zeicola	GNYCTMYOHGBSBI-SVZOTFJBSA-N	MIBiG4.0rc1
BGC0000371.0	heterobactin A	NC(NCCC[C@@H](NC(=O)C1=C(O)C(O)=CC=C1)C(=O)NCC(=O)N[C@H]1CCCN(O)C1=O)=NC(=O)C1=CC=CC(O)=C1O	Rhodococcus erythropolis PR4	SDUJQEWEVFATFH-SJORKVTESA-N	MIBiG4.0rc1
BGC0000371.1	heterobactin S2	CS(=O)(=O)C1=C(O)C(O)=C(C=C1)C(=O)N[C@H](CCCNC(N)=NC(=O)C1=CC=CC(O)=C1O)C(=O)NCC(=O)N[C@H]1CCCN(O)C1=O	Rhodococcus erythropolis PR4	PWKIBNJRODWPRK-SJORKVTESA-N	MIBiG4.0rc1
BGC0000374.0	hormaomycin	CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O	Streptomyces griseoflavus	YOUXQVRIWHZWQN-DKPCRMJRSA-N	MIBiG4.0rc1
BGC0000374.2	hormaomycin A2	CC(C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O	Streptomyces griseoflavus	ZJVLMIIXFNRTNC-GZTRNYRYSA-N	MIBiG4.0rc1
BGC0000374.4	hormaomycin A4	CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](CC(C)C)NC(C5=CC=C(Cl)N5O)=O)=O)=O)=O)C[C@H]6[C@H]([N+]([O-])=O)C6)=O)=O	Streptomyces griseoflavus	HYFCXAHBKNCCNL-LXCHMAMZSA-N	MIBiG4.0rc1
BGC0000374.5	hormaomycin A5	CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](CC(C)C)NC(C5=CC=C(Cl)N5O)=O)=O)=O)=O)CC(C)C)=O)=O	Streptomyces griseoflavus	BQYFXEPJFYUEJU-QDSFJUMHSA-N	MIBiG4.0rc1
BGC0000374.6	hormaomycin A6	CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6OCC(OCC)=O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O	Streptomyces griseoflavus	KDJDXIAMVYNANV-HOONNCOMSA-N	MIBiG4.0rc1
BGC0000377.0	koranimine	[H][C@]1(N=C[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O)C(C)C)C(C)C)[C@@H](C)O	Bacillus sp. NK2003	HLSBKABOQXRVQW-ICZSIEETSA-N	MIBiG4.0rc1
BGC0000379.0	glycinocin A	CCC(C)[C@@H]1NC(=O)[C@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)C2CCCCN2C(=O)[C@H](CNC(=O)[C@@H]2CCCN2C1=O)NC(=O)[C@H](CC(O)=O)NC(=O)\C=C\CCCCCCCCCC(C)C)C(C)O	Streptomyces viridochromogenes	JHAQMJWHVDTRJM-QCOCLPGKSA-N	MIBiG4.0rc1
BGC0000383.0	luminmycin A	CCCCCCC\C=C\C=C\C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1CCCCNC(=O)\C=C\[C@H](C)NC1=O	Photorhabdus laumondii subsp. laumondii TTO1	CXVPCSSIDACGGV-SBSLBVBZSA-N	MIBiG4.0rc1
BGC0000385.0	lysobactin	CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](N)CC(C)C)[C@H](OC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC1=O)[C@H](C)O)[C@H](O)C(N)=O)C1=CC=CC=C1)[C@H](O)C(C)C	Lysobacter sp. ATCC 53042	KQMKBWMQSNKASI-AVSFGBOWSA-N	MIBiG4.0rc1
BGC0000386.0	malleobactin A	NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN(=O)=O)NC=O)[C@@H](O)C(O)=O	Burkholderia thailandensis E264	SFTPYNFMHUKKSK-NNPSNHGLSA-N	MIBiG4.0rc1
BGC0000386.1	malleobactin B	NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCNO)NC=O)[C@@H](O)C(O)=O	Burkholderia thailandensis E264	KRCPSWOWIGAKSZ-NNPSNHGLSA-N	MIBiG4.0rc1
BGC0000386.3	malleobactin D	NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN=N(=O)CCC[C@H](NC=O)C(=O)N[C@H]([C@@H](O)C(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN(O)C=O)C(=O)NCCCCN)NC=O)[C@@H](O)C(O)=O	Burkholderia thailandensis E264	AOKYZSLJEULWJU-QFFUMYQBSA-N	MIBiG4.0rc1
BGC0000388.0	mannopeptimycin	C[C@H]([C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CO)[C@H]([C@@H]2CNC(=[N+]2[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)O)O)O)O)N)O)[C@H]([C@@H]4C[NH+]=C(N4)N)O)CC5=CC=C(C=C5)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)OC(=O)CC(C)C)O)O)O)C8=CC=CC=C8	Streptomyces hygroscopicus	HBTVDBLISZYTGP-ONIHXMSRSA-P	MIBiG4.0rc1
BGC0000389.0	massetolide A	CCCCCCC[C@@H](O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC1C(C)OC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC1=O)C(C)CC)C(C)CC	Pseudomonas fluorescens SS101	JAYJEXYYCNLGOQ-FFHBUIIJSA-N	MIBiG4.0rc1
BGC0000393.0	myxoprincomide-c506	CNC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(O)(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)C(=O)NC(CO)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CCCN)CC(=O)NC(C)C(=O)O	Myxococcus xanthus DK 1622	QKVBZIOMBXJEAO-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0000395.0	nocardicin A	NC(CCOC1=CC=C(C=C1)C(=NO)C(=O)NC1CN(C(C(O)=O)C2=CC=C(O)C=C2)C1=O)C(O)=O	Nocardia uniformis subsp. tsuyamanensis	CTNZOGJNVIFEBA-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0000396.0	nodularin	CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(=C\C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O	Nostoc sp. 73.1	IXBQSRWSVIBXNC-HSKGSTCASA-N	MIBiG4.0rc1
BGC0000397.0	nostocyclopeptide A2	CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CC2=CC=C(O)C=C2)\N=C\[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@H](CO)NC1=O	Nostoc sp. ATCC 53789	OYHPNVXZUBWKJE-ZYAMHZMNSA-N	MIBiG4.0rc1
BGC0000398.0	orfamide B	CCCCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC1C(C)OC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC1=O)C(C)C)C(C)C	Pseudomonas sp. CMR12a	FPMIEPCWEZBKGP-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0000399.0	orfamide A	CCCCCCCCCCCC(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]1[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC1=O)C(C)CC)C(C)C	Pseudomonas protegens Pf-5	AFOLBAYDTRBYBA-MAUDZENVSA-N	MIBiG4.0rc1
BGC0000400.0	paenibacterin	CCCCCCCCCCCCCCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCN)CO)C(C)C)CCCCN)CO)[C@@H](C)CC)C(C)C)CCCCN)[C@@H](C)CC)C	Paenibacillus sp. OSY-SE	GZPVAWHDCVFCAB-APSGCZIASA-N	MIBiG4.0rc1
BGC0000402.0	paenilarvin A	CCC(C)CCCCCCCCCC[C@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)N	Paenibacillus larvae subsp. larvae DSM 25430	XKKADACNPRYILN-GMDHZIEOSA-N	MIBiG4.0rc1
BGC0000402.1	paenilarvin B	CCC(C)CCCCCCCCCC[C@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)O	Paenibacillus larvae subsp. larvae DSM 25430	KJDSWTGPGYBHSG-HXRQOFQASA-N	MIBiG4.0rc1
BGC0000403.0	Pelgipeptin A	O=C(NC(C(NC(C(NC(C(NC(C(NC(C(O1)=O)CO)=O)CC(C)C)=O)C(C)C)=O)CCN)=O)CC(C)C)C(NC(C(CCN)NC(C(C(C)C)NC(C(CCN)NC(CC1C(C)C)=O)=O)=O)=O)CC2=CC=CC=C2	Paenibacillus elgii	BKXFLPALZOSCBA-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0000403.1	Pelgipeptin B	CCC(C1C(NC(CCN)C(NC(CC2=CC=CC=C2)C(NC(CC(C)C)C(NC(CCN)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CO)C(OC(C(CC)C)CC(NC(CCN)C(N1)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)C	Paenibacillus elgii	NPQJTPHMCZYCNP-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0000405.0	δ-(L-α-aminoadipyl)-L-cysteine-D-valine	CC(C)[C@@H](NC(=O)[C@H](CS)NC(=O)CCC[C@H]([NH3+])C([O-])=O)C([O-])=O	Penicillium chrysogenum	BYEIJZFKOAXBBV-ATZCPNFKSA-M	MIBiG4.0rc1
BGC0000405.1	isopenicillin N	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CCC[C@H](N)C(O)=O)C(O)=O	Penicillium chrysogenum	MIFYHUACUWQUKT-GTQWGBSQSA-N	MIBiG4.0rc1
BGC0000406.0	phosphinothricin tripeptide	CC(C(=O)NC(C)C(=O)O)NC(=O)C(CCP(=O)(C)O)N	Streptomyces viridochromogenes	GINJFDRNADDBIN-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0000407.0	plipastatin	CCCCCCCCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1CC2=CC=C(C=C2)OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3CCCN3C(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)O)CCC(=O)O)C)CCC(=O)N)CC4=CC=C(C=C4)O)C(C)CC)O	Bacillus subtilis subsp. subtilis	CUOJDWBMJMRDHN-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0000412.0	pyochelin	[H][C@@]1(CSC(=N1)C1=CC=CC=C1O)[C@@]1([H])SC[C@H](N1C)C(O)=O	Pseudomonas aeruginosa PAO1	NYBZAGXTZXPYND-GBIKHYSHSA-N	MIBiG4.0rc1
BGC0000413.0	Pf-5 pyoverdine	C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN(O)C=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCNC3=C(NC(=O)CCC(=O)O)C=C4C=C(O)C(O)=CC4=[N+]32)[C@@H](C)OC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN(O)C=O)NC(=O)[C@@H](C)NC1=O	Pseudomonas protegens Pf-5	SVXKHIPPUVZILX-KCLNMYHUSA-O	MIBiG4.0rc1
BGC0000416.0	rhabdopeptide 1	CC(C)C[C@H](NC)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)NCCc1ccccc1	Xenorhabdus nematophila ATCC 19061	CKNBFSIURUOKMN-LJWNLINESA-N	MIBiG4.0rc1
BGC0000416.1	rhabdopeptide 2	CN[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1	Xenorhabdus nematophila ATCC 19061	PTBHHTLZYZRKPA-CXDXLJMYSA-N	MIBiG4.0rc1
BGC0000416.2	rhabdopeptide 3	CN[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1	Xenorhabdus nematophila ATCC 19061	OESQZFRXSGTAAF-YKNMHBIISA-N	MIBiG4.0rc1
BGC0000416.3	rhabdopeptide 4	CN[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1	Xenorhabdus nematophila ATCC 19061	HBHJZHOBEKLHMW-SLXQPGMDSA-N	MIBiG4.0rc1
BGC0000417.0	rhodochelin	CC(OC(=O)[C@@H](N)CCCN(O)C=O)[C@H](NC(=O)C1=C(O)C(O)=CC=C1)C(=O)N[C@@H](CCCN(O)C=O)C(O)=O	Rhodococcus jostii RHA1	JFONHXNWLVUYOJ-XGSMPJOYSA-N	MIBiG4.0rc1
BGC0000418.0	Ristocetin A	C[C@H]1[C@@H]([C@@H](C[C@H](O1)O[C@H]2[C@H]3C(=O)N[C@@H](C4=CC(=CC(=C4C5=C(C=CC(=C5)[C@H](C(=O)N3)NC(=O)[C@H]6C7=CC(=C(C(=C7)OC8=CC=C2C=C8)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COC1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)CO)O)O)O[C@H]1[C@H]([C@@H]([C@@H](CO1)O)O)O)OC1=CC=C(C=C1)[C@H]([C@@H]1C(=O)N[C@@H](C2=CC(=C(C(=C2)O)C)OC2=C(C=CC(=C2)[C@H](C(=O)N1)N)O)C(=O)N6)O)O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)OC)N)O	Amycolatopsis lurida	VUOPFFVAZTUEGW-FBMDODLCSA-N	MIBiG4.0rc1
BGC0000418.1	Desmethyl ristocetin A	C[C@H]1[C@H](O)[C@H](N)C[C@@H](O[C@H]2[C@H]3C(N[C@H](C(O)=O)C4=CC(O)=CC(O[C@H]5[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)=C4C6=C(O)C=CC([C@@H](NC([C@H]7C8=CC(OC9=CC=C([C@@H](O)[C@@H]%10C(N[C@H](C(N7)=O)C%11=CC(OC%12=C(O)C=CC([C@@H](N)C(N%10)=O)=C%12)=C(C)C(O)=C%11)=O)C=C9)=C(O[C@H]%13[C@H](O[C@H]%14[C@H](O[C@H]%15[C@@H](O)[C@H](O)[C@H](O)CO%15)[C@H](O)[C@@H](O)[C@H](CO)O%14)[C@@H](O)[C@H](O)[C@@H](COC%16[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O%16)O%13)C(OC%17=CC=C2C=C%17)=C8)=O)C(N3)=O)=C6)=O)O1	Amycolatopsis lurida	TYEPQLJNLZKGBN-RYCJFKTHSA-N	MIBiG4.0rc1
